Date,Open,High,Low,Close,Adj Close,Volume
2018-04-11,213.949997,215.600006,213.350006,214.600006,211.821945,57975849
2018-04-12,214.550003,216.800003,214.500000,216.000000,213.203812,35579006
2018-04-13,216.750000,219.100006,212.800003,213.350006,210.588135,49698774
2018-04-16,215.000000,216.399994,213.399994,213.800003,211.032303,124872788
2018-04-17,213.949997,213.949997,211.500000,211.750000,209.008835,47065417
2018-04-18,212.449997,214.350006,211.100006,214.000000,211.229706,57783345
2018-04-19,213.949997,215.750000,213.550003,214.199997,211.427109,57974131
2018-04-20,215.300003,216.649994,214.350006,215.500000,212.710297,41349994
2018-04-23,215.350006,216.649994,214.649994,216.350006,213.549286,118217783
2018-04-24,216.750000,216.750000,214.600006,215.399994,212.611572,32704204
2018-04-25,213.850006,215.449997,212.000000,213.000000,210.242645,54388956
2018-04-26,208.500000,217.649994,207.199997,210.000000,207.281494,87651927
2018-04-27,210.500000,210.649994,206.699997,208.949997,206.245071,72486645
2018-04-30,208.800003,209.449997,206.949997,207.250000,204.567093,57926034
2018-05-01,206.750000,208.300003,205.149994,205.500000,202.839737,26414858
2018-05-02,205.899994,206.750000,204.050003,205.449997,202.790390,55382600
2018-05-03,205.649994,206.550003,202.050003,202.699997,200.075989,50081359
2018-05-04,202.000000,205.600006,200.850006,205.600006,202.938446,79776275
2018-05-08,206.100006,207.199997,203.699997,206.899994,204.221619,61290361
2018-05-09,207.199997,211.199997,207.199997,210.949997,208.219193,47175088
2018-05-10,213.500000,214.600006,210.899994,213.800003,211.032303,39586132
2018-05-11,213.699997,214.649994,212.199997,214.449997,211.673874,24559430
2018-05-14,214.250000,216.800003,211.550003,211.899994,209.156891,30761349
2018-05-15,212.250000,213.300003,210.600006,211.600006,208.860779,33125052
2018-05-16,211.100006,211.949997,208.500000,208.500000,205.800903,35591185
2018-05-17,209.100006,210.050003,207.850006,209.000000,206.294434,52548787
2018-05-18,209.000000,209.800003,206.649994,207.500000,204.813858,47992028
2018-05-21,208.649994,210.750000,208.199997,208.899994,206.195724,31741219
2018-05-22,209.550003,211.550003,208.600006,211.100006,208.367249,36993710
2018-05-23,212.149994,212.649994,207.500000,208.800003,206.097031,48188515
2018-05-24,209.050003,209.800003,205.050003,205.300003,202.642334,56732534
2018-05-25,206.649994,208.050003,203.050003,206.199997,203.530670,42638275
2018-05-29,203.550003,203.699997,197.119995,198.759995,196.186981,80551999
2018-05-30,198.500000,199.580002,196.259995,199.179993,196.601547,63534542
2018-05-31,199.699997,201.050003,196.259995,197.240005,194.686676,66922727
2018-06-01,198.619995,203.199997,198.619995,201.899994,199.286346,44908763
2018-06-04,203.149994,204.699997,202.250000,204.550003,201.902039,36941868
2018-06-05,203.449997,203.449997,197.800003,197.800003,195.239426,52802094
2018-06-06,198.279999,201.649994,197.720001,201.250000,198.644760,98506035
2018-06-07,201.250000,203.399994,200.250000,201.149994,198.546051,40826403
2018-06-08,200.149994,200.600006,197.880005,199.000000,196.423889,35815683
2018-06-11,200.750000,201.449997,199.500000,200.000000,197.410934,39582247
2018-06-12,201.000000,201.449997,198.580002,198.820007,196.246231,58642308
2018-06-13,199.199997,200.149994,197.720001,197.880005,195.318390,52338989
2018-06-14,197.339996,201.250000,195.679993,200.600006,198.003174,53958702
2018-06-15,199.960007,200.899994,194.000000,194.539993,192.021622,76095469
2018-06-18,194.759995,197.160004,193.580002,194.960007,192.436188,26562810
2018-06-19,192.160004,194.139999,190.479996,193.000000,190.501556,52893403
2018-06-20,194.500000,196.380005,193.520004,193.699997,191.192490,43594187
2018-06-21,193.679993,194.240005,189.300003,190.199997,187.737808,45896670
2018-06-22,190.860001,194.500000,190.479996,194.020004,191.508362,31857132
2018-06-25,192.580002,192.960007,190.300003,190.460007,187.994446,30477268
2018-06-26,190.860001,192.059998,188.919998,189.059998,186.612564,31013944
2018-06-27,189.479996,189.899994,186.020004,188.000000,185.566284,81278782
2018-06-28,186.759995,190.220001,186.580002,189.919998,187.461426,40182754
2018-06-29,191.839996,193.100006,188.880005,189.000000,186.553345,40829966
2018-07-02,186.779999,187.580002,184.919998,185.399994,182.999939,45534173
2018-07-03,186.020004,186.880005,184.419998,185.759995,183.355270,112941066
2018-07-04,185.039993,186.839996,185.039993,185.759995,183.355270,49836923
2018-07-05,186.020004,189.039993,186.020004,186.600006,184.184418,29031826
2018-07-06,186.860001,187.300003,184.940002,186.500000,184.085709,26715611
2018-07-09,186.500000,188.979996,186.080002,188.380005,185.941376,48483437
2018-07-10,188.580002,191.380005,186.020004,186.479996,184.065964,31844390
2018-07-11,186.000000,188.199997,183.539993,187.460007,185.033279,55985713
2018-07-12,188.139999,190.460007,185.880005,189.500000,187.046860,76077919
2018-07-13,190.479996,191.199997,189.160004,189.679993,187.224533,35192127
2018-07-16,190.000000,193.759995,188.860001,189.690002,187.234406,38742128
2018-07-17,191.240005,192.779999,188.360001,188.360001,185.921631,48822488
2018-07-18,188.940002,190.000000,186.119995,188.899994,186.454620,43510397
2018-07-19,188.639999,190.139999,185.440002,185.520004,183.118393,49980327
2018-07-20,185.240005,187.080002,183.320007,186.779999,184.362076,45066501
2018-07-23,186.500000,187.339996,184.960007,186.580002,184.164673,42342468
2018-07-24,188.000000,191.059998,187.240005,189.339996,186.888931,129353852
2018-07-25,189.220001,190.880005,187.259995,188.000000,185.566284,40256331
2018-07-26,188.919998,190.339996,188.500000,189.179993,186.731003,25851699
2018-07-27,191.059998,191.440002,190.100006,190.899994,188.428741,43018685
2018-07-30,190.119995,193.839996,190.000000,192.960007,190.462082,33163761
2018-07-31,192.740005,196.119995,192.419998,193.960007,191.449142,35121549
2018-08-01,195.020004,195.759995,190.300003,191.699997,189.218384,133232332
2018-08-02,197.500000,197.500000,185.179993,186.539993,184.125183,195187405
2018-08-03,186.940002,190.940002,186.940002,188.699997,186.257217,45961471
2018-08-06,188.899994,189.419998,186.839996,188.559998,186.119034,181057065
2018-08-07,188.559998,190.240005,187.000000,189.360001,186.908676,35712022
2018-08-08,189.259995,193.600006,189.100006,193.119995,190.619995,45918718
2018-08-09,191.339996,191.720001,189.220001,191.500000,191.500000,31744420
2018-08-10,190.380005,190.559998,186.080002,187.639999,187.639999,41570399
2018-08-13,186.559998,187.440002,184.440002,184.500000,184.500000,35928796
2018-08-14,184.820007,185.520004,183.300003,183.960007,183.960007,65386513
2018-08-15,185.179993,185.259995,179.240005,179.800003,179.800003,94325775
2018-08-16,180.600006,182.419998,180.000000,182.179993,182.179993,37612805
2018-08-17,182.360001,184.179993,181.539993,182.600006,182.600006,24124066
2018-08-20,183.179993,185.020004,182.839996,183.720001,183.720001,28754161
2018-08-21,182.779999,185.339996,182.699997,184.399994,184.399994,28271396
2018-08-22,183.880005,185.899994,183.759995,185.199997,185.199997,31380373
2018-08-23,185.360001,185.660004,183.139999,183.139999,183.139999,48603130
2018-08-24,182.360001,185.000000,182.360001,183.660004,183.660004,27437058
2018-08-28,185.000000,185.539993,182.940002,183.699997,183.699997,27523590
2018-08-29,183.539993,183.979996,180.039993,181.440002,181.440002,38206958
2018-08-30,181.380005,181.380005,178.199997,178.300003,178.300003,39664086
2018-08-31,178.800003,178.880005,175.179993,175.699997,175.699997,55999433
2018-09-03,176.899994,177.800003,176.240005,177.520004,177.520004,42328205
2018-09-04,178.720001,181.100006,178.000000,181.020004,181.020004,46907935
2018-09-05,180.240005,180.559998,177.740005,178.000000,178.000000,87522028
2018-09-06,177.740005,178.639999,175.940002,176.199997,176.199997,56094829
2018-09-07,176.220001,176.279999,172.419998,174.500000,174.500000,55377621
2018-09-10,174.639999,177.259995,173.500000,176.800003,176.800003,108272589
2018-09-11,176.580002,176.800003,173.699997,174.740005,174.740005,46928387
2018-09-12,174.500000,174.740005,171.740005,172.220001,172.220001,44363997
2018-09-13,172.639999,174.320007,171.740005,172.199997,172.199997,37694060
2018-09-14,172.000000,172.419998,171.000000,171.080002,171.080002,52296269
2018-09-17,170.619995,171.779999,169.199997,171.139999,171.139999,37770697
2018-09-18,170.800003,171.220001,169.100006,169.460007,169.460007,37577249
2018-09-19,169.000000,173.399994,168.339996,173.119995,173.119995,65874933
2018-09-20,174.100006,175.240005,173.419998,174.259995,174.259995,53951833
2018-09-21,175.300003,177.759995,174.619995,176.500000,176.500000,91188368
2018-09-24,175.800003,177.619995,175.520004,175.979996,175.979996,27564081
2018-09-25,175.979996,176.380005,174.520004,175.119995,175.119995,72762296
2018-09-26,175.179993,176.100006,173.979996,175.600006,175.600006,35147625
2018-09-27,174.779999,177.259995,173.800003,176.679993,176.679993,66701076
2018-09-28,175.000000,175.179993,170.880005,171.779999,171.779999,59694245
2018-10-01,172.699997,174.139999,170.699997,172.399994,172.399994,51310092
2018-10-02,171.399994,171.559998,169.399994,170.279999,170.279999,54657741
2018-10-03,171.600006,172.899994,170.399994,172.520004,172.520004,61715180
2018-10-04,172.100006,176.479996,171.660004,174.300003,174.300003,53882628
2018-10-05,175.100006,175.820007,172.940002,172.940002,172.940002,44503624
2018-10-08,172.479996,172.559998,168.559998,169.000000,169.000000,34660360
2018-10-09,169.960007,169.960007,167.179993,167.759995,167.759995,33198560
2018-10-10,168.000000,173.440002,167.500000,171.639999,171.639999,108893129
2018-10-11,169.000000,170.860001,167.320007,168.000000,168.000000,78297935
2018-10-12,167.699997,170.500000,164.940002,165.000000,165.000000,66516750
2018-10-15,164.139999,165.059998,162.720001,163.360001,163.360001,43756978
2018-10-16,163.399994,164.000000,161.240005,162.839996,162.839996,40971219
2018-10-17,163.399994,165.139999,162.800003,164.960007,164.960007,39514446
2018-10-18,165.220001,166.179993,164.119995,165.000000,165.000000,54750514
2018-10-19,164.800003,164.979996,162.479996,163.419998,163.419998,39041376
2018-10-22,164.860001,166.100006,164.279999,165.320007,165.320007,65195405
2018-10-23,163.240005,166.220001,163.199997,165.759995,165.759995,63482466
2018-10-24,169.000000,171.880005,164.119995,170.699997,170.699997,78197132
2018-10-25,169.759995,174.100006,168.919998,172.059998,172.059998,49989302
2018-10-26,170.000000,170.160004,166.460007,168.059998,168.059998,53724595
2018-10-29,168.399994,174.240005,167.759995,173.000000,173.000000,41751357
2018-10-30,173.020004,173.220001,169.160004,169.960007,169.960007,36174619
2018-10-31,171.960007,173.699997,171.339996,172.500000,172.500000,64958723
2018-11-01,172.460007,178.279999,171.779999,175.539993,175.539993,52198345
2018-11-02,178.500000,181.000000,175.720001,175.720001,175.720001,145881987
2018-11-05,176.380005,176.580002,174.800003,174.899994,174.899994,23418021
2018-11-06,175.000000,175.619995,171.979996,172.960007,172.960007,26906631
2018-11-07,173.100006,176.639999,173.100006,175.399994,175.399994,45259728
2018-11-08,176.139999,180.000000,176.139999,178.899994,178.899994,36094586
2018-11-09,176.800003,178.000000,173.339996,176.800003,176.800003,41871763
2018-11-12,177.199997,177.220001,170.619995,170.740005,170.740005,43030561
2018-11-13,171.699997,175.580002,170.860001,175.460007,175.460007,43385986
2018-11-14,175.000000,176.759995,172.520004,173.580002,173.580002,34710962
2018-11-15,173.020004,174.440002,160.479996,166.440002,166.440002,98099954
2018-11-16,167.479996,168.940002,163.440002,164.979996,164.979996,57852586
2018-11-19,165.000000,167.800003,165.000000,166.080002,166.080002,23590867
2018-11-20,164.800003,165.919998,160.679993,161.539993,161.539993,37539709
2018-11-21,163.039993,166.919998,162.020004,166.639999,166.639999,40538141
2018-11-22,166.740005,167.580002,164.399994,165.520004,165.520004,33473310
2018-11-23,165.399994,167.500000,163.059998,164.539993,164.539993,36989462
2018-11-26,166.460007,169.300003,166.460007,168.699997,168.699997,35798057
2018-11-27,167.020004,169.000000,165.119995,168.360001,168.360001,35348177
2018-11-28,168.479996,170.080002,166.160004,166.800003,166.800003,46528217
2018-11-29,167.399994,169.000000,166.380005,167.240005,167.240005,48274071
2018-11-30,167.559998,167.559998,161.539993,162.880005,162.880005,56930709
2018-12-03,165.039993,167.539993,162.779999,163.399994,163.399994,39053819
2018-12-04,164.100006,165.520004,158.880005,159.119995,159.119995,77755231
2018-12-05,155.080002,161.339996,153.440002,158.460007,158.460007,69986594
2018-12-06,157.020004,157.179993,152.380005,153.320007,153.320007,69360218
2018-12-07,154.220001,157.639999,153.320007,154.360001,154.360001,52239594
2018-12-10,153.399994,155.380005,152.220001,153.360001,153.360001,61971887
2018-12-11,152.199997,155.320007,151.160004,154.039993,154.039993,53710603
2018-12-12,152.880005,159.479996,151.679993,159.000000,159.000000,85761698
2018-12-13,160.039993,163.259995,158.759995,159.020004,159.020004,55348886
2018-12-14,156.880005,159.000000,155.399994,158.440002,158.440002,44436672
2018-12-17,156.399994,158.380005,152.020004,152.839996,152.839996,60747200
2018-12-18,152.059998,155.100006,152.059998,152.199997,152.199997,38879220
2018-12-19,152.199997,153.500000,151.020004,151.460007,151.460007,33971431
2018-12-20,148.800003,150.300003,147.740005,147.839996,147.839996,83225321
